rec_id,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email
R7983,michael,wayne,ware,m,24,12/1/1993,92  McCrae  Street,Dandenong,3175,VIC,03  0121  7278,michael.ware@mail.com.au
R3148,rolanda,lee,love,f,27,5/11/1990,13  Albert  Street,Ascot  Park,5043,SA,08  7970  0847,rolanda7@mail.com.au
R7486,gloria,elon,credle,f,40,23/6/1977,22  Helena  Street,Wentworth,2648,NSW,02  6060  3490,gloria93@hotmail.com
R6921,heidi,victoria,chapp,f,22,19/4/1995,1  John  Lund  Drive,Hope  Island,4212,QLD,07  6400  6786,jpfnelrlfm@mail.com.au
R5847,timothy,flores,bush,m,36,6/2/1981,86  Mount  Macedon  Road,Macedon,3440,VIC,03  2168  0840,gsitoaglid@yahoo.com
R4485,james,lee,patel,m,35,24/12/1982,8  Barrett  Court,Golden  Grove,5125,SA,08  5965  4041,patel.james@gmail.com
R5712,michelle,edna,fulton,f,35,21/12/1982,2  Scheelite  Crescent,Tennant  Creek,0860,NT,08  2330  3743,fulton51@aol.com
R5473,george,c,cox,m,43,20/6/1974,66  Callistemon  Drive,Katherine,0850,NT,08  9754  3903,cmiinksrrs@mail.com.au
R5958,shih,ray,floyd,m,39,27/7/1978,13  Chilman  Court,Driver,0830,NT,08  4716  6051,shih.floyd@mail.com.au
R6511,laura,ann,mcmasters,f,28,15/3/1989,68  McKimmies  Road,Lalor,3075,VIC,03  6070  7372,ssdhblkpff@yahoo.com
R3899,james,troy,blair,m,18,20/3/1999,13  Lucinda  Street,Carseldine,4034,QLD,07  9599  8359,james.blair@yahoo.com
R6760,matthew,lethel,howard,m,54,15/10/1963,36  Marguerette  Street,Ermington,2115,NSW,02  3507  3257,matthew.howard@mail.com.au
R1992,william,jarrell,collins,m,58,6/12/1959,37  Seabreeze  Parade,North  Shore,3214,VIC,03  9368  6830,william.collins@gmail.com
R5701,lauren,marie,eager,f,45,16/5/1972,14  Tate  Street,Thomson,3219,VIC,03  1974  5211,sbrnebrcrh@yahoo.com
R1599,constance,bailey,johnson,f,84,7/3/1933,9  Eskmount  Drive,Toowong,4066,QLD,07  0544  6393,johnson25@aol.com
R8503,john,lee,ingram,m,24,15/4/1993,49  Lakes  Crescent,Marrara,0812,NT,08  9544  9028,john.ingram@gmail.com
R2165,dana,sewell,broome,f,20,3/7/1997,2  Portland  Street,Dover  Heights,2030,NSW,02  9344  6261,broome.dana@gmail.com
R8845,ines,amy,crimi,f,28,27/4/1989,28  Dalton  Street,Clinton,4680,QLD,07  5863  3661,crimi.ines@hotmail.com
R2814,james,ray,jarmula,m,34,13/12/1983,5  Valencia  Road,Carmel,6076,WA,08  0001  4047,brogbakqea@gmail.com
R5358,paul,w,jenkins,m,51,9/6/1966,27  Forest  Way,Frenchs  Forest,2086,NSW,02  7879  4434,jenkins70@aol.com
R1886,bridgett,mary,pitts,f,41,17/5/1976,49  Lackman  Terrace,Alice  Springs,0870,NT,08  2113  2624,bridgett84@aol.com
R6126,heather,alethea,hermanson,f,38,31/1/1979,32  Nicholson  Street,Rockhampton,4700,QLD,07  6227  4246,hermanson18@gmail.com
R8507,edward,charles,norman,m,48,26/1/1969,26  The  Esplanade,Frenchs  Forest,2086,NSW,02  4646  3327,edward.norman@yahoo.com
R6905,william,george,alston,m,27,29/1/1990,4  Sunray  Crescent,St  Clair,2759,NSW,02  6880  5809,pjgiikommi@gmail.com
R5719,sieglinde,madeline,eaves,f,24,29/7/1993,21  Melinga  Crescent,Mornington,3931,VIC,03  4530  7749,sieglinde.eaves@gmail.com
R7293,kimberly,morgan,scott,m,41,4/3/1976,33  Maylands  Crescent,Glen  Waverley,3150,VIC,03  5864  3908,trabrehcep@yahoo.com
R3296,kristi,benson,mcgowen,m,20,22/5/1997,129  Locke  Street,Warwick,4370,QLD,07  8831  9369,mcgowen9@mail.com.au
R4286,ira,franklin,shoffner,m,28,10/4/1989,Virginia  Road,Howard  Springs,0835,NT,08  5905  0390,lcnrikliti@hotmail.com
R6436,christina,ann,foxworth,f,28,3/8/1989,91  New  Town  Road,New  Town,7008,TAS,03  3397  6653,christina.foxworth@gmail.com
