rec_id,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email
R6822,michael,wayne,ware,m,24,12/1/1993,92  McCrae  Street,Dandenong,3175,VIC,03  0121  7278,michael.ware@mail.com.au
R2357,rolanda,lee,love,f,27,5/11/1990,13  Albert  Street,Ascot  Park,5043,SA,08  7970  0847,rolanda7@mail.com.au
R5451,gloria,elon,credle,f,40,23/6/1977,22  Helena  Street,Wentworth,2648,NSW,02  6060  3490,gloria93@hotmail.com
R7721,raymond,jay,cooper,m,26,12/7/1991,9  Wimble  Street,Brinsmead,4870,QLD,07  5044  0880,raymond6@aol.com
R9157,karrie,s,caviness,f,55,29/10/1962,13  Meek  Street,Dubbo,2830,NSW,02  3252  5778,karrie.caviness@hotmail.com
R3330,larry,lee,blanco,m,17,18/8/2000,8  Cherry  Street,Pearcedale,3912,VIC,03  5797  4783,blanco8@hotmail.com
R3821,james,lee,patel,m,35,24/12/1982,8  Barrett  Court,Golden  Grove,5125,SA,08  5965  4041,patel.james@gmail.com
R9710,michelle,edna,fulton,f,35,21/12/1982,2  Scheelite  Crescent,Tennant  Creek,0860,NT,08  2330  3743,fulton51@aol.com
R8656,christina,lorin,smith,f,31,6/4/1986,6  Budd  Street,Collingwood,3066,VIC,03  1504  6903,christina3@hotmail.com
R5337,mary,stallings,mcintyre,f,67,26/1/1950,61  Carrington  Street,Narara,2250,NSW,02  0209  2354,rdkbtoaqkg@hotmail.com
R8617,randy,eugene,hinton,m,37,21/9/1980,42  Lindsay  Avenue,Inverell,2360,NSW,02  3431  7082,randy.hinton@mail.com
R9847,haley,davis,bridger,f,20,4/7/1997,Belinda  Court,Munruben,4125,QLD,07  3674  5046,haley36@mail.com
R5619,mary,marie,walker,f,29,9/4/1988,33  Barber  Avenue,Penrith,2750,NSW,02  4195  7085,walker69@yahoo.com
R6552,becerly,lashaun,craven,1,34,13/7/1983,19  Marigold  Place,Yangebup,6164,WA,08  5958  9645,beverly44@mail.com
R9705,ida,f,hartman,f,42,2/11/1975,35  Earle  Street,Cremorne,2090,NSW,02  8846  9577,hartman.ida@hotmail.com
R4428,cassandra,miller,nelson,f,26,6/12/1991,43  Carinya  Road,Girraween,2145,NSW,02  5704  3029,cassandra.nelson@yahoo.com
R2315,ross,e,triplett,m,31,21/10/1986,13  Mott  Crescent,Katherine,0850,NT,08  9751  6646,triplett.ross@mail.com.au
R3036,dana,sewell,broome,f,20,3/7/1997,2  Portland  Street,Dover  Heights,2030,NSW,02  9344  6261,broome.dana@gmail.com
R6770,ines,amy,crimi,f,28,27/4/1989,28  Dalton  Street,Clinton,4680,QLD,07  5863  3661,crimi.ines@hotmail.com
R5506,tony,thomas,gent,m,31,10/8/1986,1  Selmon  Street,Sans  Souci,2219,NSW,02  8243  4522,gent13@mail.com
R1244,ranty,f,smith,m,39,26/12/1978,57  Flinders  Way,Griffith,2603,ACT,02  8177  6979,randy.smith@gmail.com
R7741,jodie,ray,williams,m,42,21/10/1975,12  Porter  Street,Bondi  Junction,2022,NSW,02  3169  7327,williams.jodie@mail.com
R1968,michael,keith,valentic,m,51,6/1/1966,11  Progress  Avenue,Stirling  North,5710,SA,08  3139  0489,valentic.michael@aol.com
R9245,andrew,stokes,broyhill,m,17,29/3/2000,12  Bevan  Close,Innisfail,4860,QLD,07  1820  1166,broyhill.andrew@hotmail.com
R9785,walter,steven,heath,m,39,18/4/1978,20  Allard  Street,Penrith,2750,NSW,02  2367  9735,walter39@gmail.com
R3750,marquita,lynn,faber,f,33,23/4/1984,4  Kiel  Mountain  Road,Woombye,4559,QLD,07  4310  8457,faber76@yahoo.com
R8186,lisa,arthur,comer,m,36,25/3/1981,19  Barr  Smith  Avenue,Myrtle  Bank,5064,SA,08  6295  1691,lisa85@gmail.com
R3328,levon,christopher,raynor,m,20,19/10/1997,147  Esplanade  Street,Brighton,5048,SA,08  9769  5449,ikmtborafq@aol.com
